num_chars,num_words,num_unique_words,num_sentences,avg_sentence_length,avg_word_length,lexical_density,type_token_ratio,hapax_legomena,hapax_percentage,author,category,is_machado,file_name
103314,19007,2811,1101,17.263396911898273,4.481354509200308,0.5568460085356468,0.19666969845378857,1640,11.474148184425943,outros,general,0,O Primo da California.txt
270701,50598,6986,2755,18.365880217785843,4.682360675634672,0.5547941741680995,0.1766461009406291,4017,10.157277232729847,outros,general,0,Tentacao.txt
366060,64605,8326,2613,24.724454649827784,4.484047689793493,0.5277076214529788,0.15462041301441093,4624,8.587134155400387,outros,general,0,Luneta Magica.txt
555791,102504,12242,3731,27.47359957116055,4.621947880060244,0.5321071607868194,0.13967870019624845,6692,7.635434256766008,outros,general,0,Ao Correr da Pena.txt
420926,86166,8864,4643,18.558259745853974,4.430366939793374,0.5333665835411471,0.1263127894549341,4789,6.824367652297828,outros,general,0,Esau e Jaco.txt
334059,66442,7232,3774,17.605193428722842,4.4842394207918055,0.5388441627825574,0.1332326228330355,3972,7.317477570420588,outros,general,0,Iaia Garcia.txt
146739,27407,5738,571,47.998248686514884,4.811436494264947,0.5531280198310995,0.24108230746607284,3741,15.717826982059577,outros,general,0,O Japao.txt
349244,64715,8651,4037,16.030468169432748,4.562866094537529,0.531671434409481,0.1683499717827466,4999,9.7281413587094,outros,general,0,Filomena Borges.txt
169184,35431,5058,1944,18.22582304526749,4.408944793850454,0.5287211740041928,0.17672955974842766,2880,10.062893081761008,outros,general,0,Reliquias de Casa Velha.txt
612443,114857,11747,6978,16.45987388936658,4.591936562948989,0.538743323425864,0.12883731642848525,6440,7.063184794410871,outros,general,0,Casa de pensao.txt
444344,93667,9541,5361,17.47192687931356,4.464770418529053,0.5471353108492483,0.12922931057835568,5275,7.14479208993634,outros,general,0,Quincas Borba.txt
155274,26500,5860,1085,24.42396313364055,4.933212423486737,0.5787803219224665,0.26569938789390163,3692,16.73996826116527,outros,general,0,No pais dos ianques.txt
103070,22942,2368,2590,8.857915057915058,4.208258304874263,0.5602607885749767,0.14703508227258616,1307,8.115492083203973,outros,general,0,Mae.txt
281701,53746,7390,2296,23.408536585365855,4.475611951043916,0.5283252339812815,0.16626169906407487,4272,9.611231101511878,outros,general,0,Historias e Tradicoes da Provincia de Minas Gerais.txt
247575,48348,6393,2744,17.61953352769679,4.495222692211993,0.5375466533963672,0.15906942025379447,3653,9.089325702911172,outros,general,0,Historias da Meia-Noite.txt
130076,27294,4605,1590,17.166037735849056,4.45388472330834,0.5314871889231335,0.2118312709876259,2768,12.732876397258384,outros,general,0,Paginas Recolhidas.txt
346619,65712,8095,3117,21.081809432146294,4.524168236032643,0.5472616941543496,0.1539880918411992,4668,8.879758032300405,outros,general,0,Os Romances da Semana.txt
4784,910,417,28,32.5,4.9801324503311255,0.5536423841059602,0.552317880794702,336,44.503311258278146,outros,general,0,O Touro Negro.txt
322811,62106,7724,2435,25.505544147843942,4.516345428886268,0.506601968024436,0.14932240416030312,4471,8.643455062153226,outros,general,0,O Livro de uma Sogra.txt
109185,23013,2859,2157,10.668984700973574,4.566829909221213,0.5716077400860009,0.17074773053033923,1664,9.937888198757763,outros,general,0,O Demonio Familiar.txt
354533,73513,9273,3405,21.589720998531572,4.462211887011832,0.5306750564256891,0.15855618630736612,5306,9.07256685589221,outros,general,0,Memorias Postumas de Bras Cubas.txt
66785,13635,2110,1145,11.908296943231441,4.514124872057319,0.5766632548618219,0.21596724667349027,1224,12.528147389969293,outros,general,0,O Rio de Janeiro Verso e Reverso.txt
40596,7872,1714,337,23.359050445103858,4.278834355828221,0.5153374233128835,0.26288343558282207,1073,16.457055214723926,outros,general,0,A Danca dos Ossos.txt
384170,79101,8289,3989,19.82978190022562,4.327451103309929,0.5174429538615848,0.12990534102306922,4503,7.057108826479438,outros,general,0,Dom Casmurro.txt
137623,27821,3227,2598,10.708622016936104,4.465358023497559,0.5531112507856694,0.1560218536962723,1789,8.649615626359813,outros,general,0,O que e o casamento.txt
326772,63215,7744,5955,10.615449202350966,4.490021580515877,0.5344363374781625,0.1591614428116329,4420,9.084369540643305,outros,general,0,A Mortalha de Alzira.txt
239103,43709,6599,2030,21.531527093596058,4.699576409253829,0.5691815515862436,0.19547379957937142,3946,11.688734855890281,outros,general,0,Bom Crioulo.txt
651804,126111,9347,7184,17.554426503340757,4.400196388079041,0.5291848882410107,0.09462058632977001,4661,4.718375445416262,outros,general,0,Os Dois Amores.txt
111887,23189,3591,1569,14.779477374123646,4.3687496577030505,0.5101046059477518,0.19667013527575442,2122,11.621666027712362,outros,general,0,Mattos Malta ou Matta.txt
396972,72901,9436,3856,18.905860995850624,4.617552487232835,0.5564592396444108,0.16225045996182746,5317,9.142493594924085,outros,general,0,A Normalista.txt
151329,28869,4490,1451,19.89593383873191,4.383623494956069,0.5530833062154247,0.18263911487146112,2703,10.99495606898796,outros,general,0,Iracema.txt
733960,142680,10469,8637,16.51962486974644,4.396891304941678,0.527084983746278,0.09532785168592528,5283,4.810555358264812,outros,general,0,O Moco Loiro.txt
